position,country,name,club,boots,age,height
Midfielder,Cameroon,Jean Onana,Beşiktaş JK,adidas Predator Elite LL,25,189
Midfielder,Chile,Jean Pineda,,,35,177
Defender,Haiti,Jean Sony Alcénat,,,38,174
Midfielder,Germany,Jean Zimmer,,,31,172
Defender,Cameroon,Jean-Armel Kana-Biyik,,adidas X Speedflow+,35,184
Midfielder,France,Jean-Baptiste Pierazzi,,,39,185
Defender,Cameroon,Jean-Charles Castelletto,FC Nantes,adidas X Crazyfast Elite LL,29,186
Forward,France,Jean-Christophe Bahebeck,,Nike Mercurial Superfly 9 Elite,31,182
Goalkeeper,France,Jean-Christophe Bouet,,,41,184
Defender,France,Jean-Clair Todibo,West Ham United,adidas Predator Elite,25,190
Defender,Cameroon,Jean-Claude Billong,,Nike Mercurial Superfly 8 Elite,31,192
Midfielder,-,Jean-Daniel Akpa Akpro,SS Lazio,Nike Mercurial Vapor Flyknit Ultra,32,180
Forward,France,Jean-David Beauguel,,,32,196
Midfielder,-,Jean-Eudes Aholou,Angers SCO,Puma Ultra Ultimate,30,186
Forward,Haiti,Jean-Eudes Maurice,,,38,180
Goalkeeper,Belgium,Jean-François Gillet,,Nike Phantom GX 2 Elite,45,181
Defender,Haiti,Jean-Jacques Pierre,,adidas Predator Elite,43,180
Forward,France,Jean-Kévin Augustin,,Nike Mercurial Vapor 15 Elite,27,179
Defender,Haiti,Jean-Kévin Duverne,FC Nantes,adidas X Crazyfast Elite LL,27,186
Goalkeeper,France,Jean-Louis Carlotti,,,26,179
Goalkeeper,France,Jean-Louis Leca,,Kipsta CLR 900,39,180
Forward,France,Jean-Luc Dompé,Hamburger SV,adidas X Crazyfast Elite LL,29,170
Midfielder,Haiti,Jean-Marc Alexandre,,,38,180
Forward,France,Jean-Mattéo Bahoya,Eintracht Frankfurt,adidas Predator Elite LL,19,180
Defender,France,Jean-Pascal Mignot,,adidas Predator Elite,43,183
Midfielder,Netherlands,Jean-Paul Boëtius,,Nike Mercurial Vapor XIII Elite,30,178
Midfielder,-,Jean-Philippe Gbamin,FC Nantes,Nike Mercurial Vapor 15 Elite,29,186
Forward,-,Jean-Philippe Krasso,,Nike Mercurial Vapor 15 Elite,27,187
Forward,France,Jean-Philippe Mateta,Crystal Palace,adidas Predator Elite,27,192
Forward,France,Jean-Philippe Mendy,,Nike Mercurial Vapor 15 Elite,37,191
Forward,Cameroon,Jean-Pierre Nsame,Legia Warsaw,Nike Phantom GX Elite,31,188
Defender,Peru,Jean-Pierre Rhyner,,,28,188
Midfielder,France,Jean-Ricner Bellegarde,Wolves,adidas F50 Elite LL,26,172
Defender,Martinique,Jean-Sylvain Babin,,adidas Predator Freak.1,38,181
Midfielder,France,Jean-Victor Makengo,FC Lorient,adidas X Crazyfast Elite,26,177
Midfielder,Cameroon,Jeando Fuchs,,adidas Copa 20.1,27,174
Defender,France,Jeanuël Belocian,Bayer 04 Leverkusen,adidas F50 Elite LL,19,182
Goalkeeper,England,Jed Steer,,adidas Copa Sense.1,32,183
Defender,Germany,Jeff Chabot,VfB Stuttgart,Nike Phantom GX 2 Elite,26,195
Midfielder,Ireland,Jeff Hendrick,,adidas Nitrocharge,32,185
Defender,United States,Jeff Larentowicz,,Nike Tiempo Legend 10 Elite,41,186
Midfielder,Haiti,Jeff Louis,,,32,171
Midfielder,France,Jeff Reine-Adélaïde,US Salernitana 1919,adidas X Crazyfast Elite,26,184
Goalkeeper,Brazil,Jefferson,,Nike Tiempo Legend 10 Elite,41,188
Defender,Brazil,Jefferson,,Nike Mercurial Vapor 15 Elite,36,176
Forward,Peru,Jefferson Farfán,,Nike Mercurial Vapor 15 Elite,40,178
Midfielder,Colombia,Jefferson Lerma,Crystal Palace,Nike Phantom GX 2 Elite,30,179
Midfielder,Ecuador,Jefferson Montero,,Nike Phantom VSN Elite,35,169
Forward,Brazil,Jeffinho,,Puma Future Ultimate,25,176
Forward,Spain,Jeffrén Suárez,,adidas X Crazyfast Elite,36,175
Defender,France,Jeffrey Assoumin,,Nike Mercurial Superfly 9 Elite,31,173
Defender,Netherlands,Jeffrey Bruma,,adidas X Crazyfast Elite,33,189
Goalkeeper,Netherlands,Jeffrey de Lange,Olympique de Marseille,,26,190
Defender,Netherlands,Jeffrey Gouweleeuw,FC Augsburg,Nike Tiempo Legend 9 Elite,33,188
Midfielder,Ghana,Jeffrey Schlupp,Crystal Palace,adidas Nemeziz.1,32,178
Defender,Brazil,Jefté,Rangers FC,adidas F50 Elite,21,183
Forward,Colombia,Jeison Lucumí,,Nike Mercurial Superfly 9 Elite,29,177
Defender,Colombia,Jeison Murillo,,Nike Phantom GX 2 Elite,32,182
Defender,Belgium,Jelle Bataille,Royal Antwerp FC,Puma Ultra Ultimate,25,180
Defender,Belgium,Jelle Van Damme,,Nike Tiempo Legend 10 Elite,41,191
Goalkeeper,Belgium,Jelle Van Neck,,adidas Predator Elite,20,191
Forward,Belgium,Jelle Vossen,,,35,180
Midfielder,Turkey,Jem Karacan,,Nike Phantom GX 2 Elite,35,178
Defender,Brazil,Jemerson,,Nike Phantom GX 2 Elite,32,184
Midfielder,Sweden,Jens Cajuste,,Nike Tiempo Legend 9 Elite,25,188
Midfielder,Germany,Jens Castrop,1. FC Nürnberg,adidas X Crazyfast Elite,21,178
Goalkeeper,Germany,Jens Grahl,Eintracht Frankfurt,adidas Predator Accuracy.1 L,36,192
Midfielder,Germany,Jens Hegeler,,adidas Predator Elite,36,193
Midfielder,Denmark,Jens Jönsson,AEK Athens,Nike Phantom GX 2 Elite,32,182
Forward,Denmark,Jens Odgaard,Bologna FC 1909,Nike Mercurial Vapor 15 Elite,25,188
Forward,Norway,Jens Petter Hauge,,adidas X Crazyfast Elite LL,25,184
Midfielder,Denmark,Jens Stage,SV Werder Bremen,Puma Ultra Ultimate,28,187
Defender,Denmark,Jens Stryger Larsen,Malmö FF,adidas X Crazyfast Elite LL,33,182
Goalkeeper,Belgium,Jens Teunckens,,,26,186
Midfielder,Netherlands,Jens Toornstra,,adidas Predator Elite,35,178
Defender,Germany,Jens Wemmer,,Nike Mercurial Superfly 9 Elite,39,185
Midfielder,England,Jensen Weir,,Puma Future 7 Ultimate,22,184
Defender,South Korea,Jeong Seung-Hyeon,,Nike Tiempo Legend 10 Elite,30,188
Forward,Denmark,Jeppe Corfitzen,US Lecce,,20,179
Midfielder,Netherlands,Jerdy Schouten,PSV Eindhoven,adidas X 19.1,27,185
Defender,Finland,Jere Uronen,,Puma Ultra Ultimate,30,177
Forward,Netherlands,Jeremain Lens,,Nike Mercurial Vapor 15 Elite,37,178
Midfielder,France,Jérémi Santini,,,26,191
Forward,France,Jérémie Aliadière,,adidas X Crazyfast Elite,41,183
Forward,Angola,Jérémie Bela,,Nike Mercurial Vapor 15 Elite,31,173
Forward,-,Jérémie Boga,OGC Nice,Nike Mercurial Vapor 16 Elite,28,172
Defender,France,Jérémie Brechet,,Nike Phantom GX 2 Elite,45,186
Midfielder,Italy,Jérémie Broh,,,27,180
Midfielder,Netherlands,Jeremie Frimpong,Bayer 04 Leverkusen,New Balance Furon Pro v7+,24,172
Forward,France,Jérémie Porsan-Clemente,,Nike Mercurial Superfly 9 Elite,27,178
Forward,France,Jérémy Blayac,,Nike Tiempo Legend VII Elite,41,187
Defender,France,Jérémy Choplin,,adidas Predator LZ,39,183
Midfielder,France,Jérémy Clément,,Nike Tiempo Legend 10 Elite,40,174
Defender,France,Jérémy Cordoval,,,34,167
Forward,Belgium,Jérémy Doku,Manchester City,Nike Mercurial Vapor 16 Elite,22,173
Defender,Germany,Jeremy Dudziak,Hertha BSC,adidas X Crazyfast Elite,29,176
Goalkeeper,Switzerland,Jérémy Frick,,Nike Tiempo Legend 10 Elite,31,192
Midfielder,France,Jérémy Gélin,,Nike Phantom GX 2 Elite,27,183
Midfielder,Switzerland,Jérémy Grimm,,,37,181
Defender,France,Jérémy Jacquet,Clermont Foot 63,Puma Ultra Ultimate,19,190
Forward,France,Jérémy Le Douaron,Palermo FC,Puma Ultra 5 Ultimate,26,189
Forward,France,Jérémy Livolant,,,27,175
Goalkeeper,France,Jérémy Malherbe,,adidas X Crazyfast Elite,33,196
Defender,France,Jérémy Mathieu,,Nike Tiempo Legend VII Elite,41,192
Midfielder,France,Jérémy Ménez,,Nike Mercurial Superfly 8 Elite,37,181
Defender,Madagascar,Jérémy Morel,,adidas X Crazyfast Elite,40,172
Defender,England,Jeremy Ngakia,Watford,adidas X Crazyfast+,24,184
Defender,Gabon,Jérémy Oyono,Frosinone Calcio,,23,178
Forward,France,Jérémy Perbet,,adidas Predator Elite,40,185
Defender,France,Jérémy Pied,,Nike Mercurial Vapor 14 Elite,35,173
Forward,Ecuador,Jeremy Sarmiento,Burnley,Nike Phantom Luna 2 Elite,22,178
Forward,Martinique,Jérémy Sebas,RC Strasbourg Alsace,,21,187
Defender,France,Jérémy Sorbon,,Nike Mercurial Superfly 9 Elite,41,183
Defender,France,Jérémy Taravel,,,37,188
Defender,Germany,Jeremy Toljan,US Sassuolo,Puma Future 7 Ultimate,30,182
Midfielder,France,Jérémy Toulalan,,adidas Predator Elite,41,183
Goalkeeper,France,Jérémy Vachoux,,,30,183
Forward,England,Jermain Defoe,,adidas X Crazyfast Elite,42,171
Midfielder,England,Jermaine Jenas,,Nike Magista Opus II Elite,41,181
Midfielder,United States,Jermaine Jones,,Blackout,43,184
Defender,Jamaica,Jermaine Taylor,,Nike Magista Opus II Elite,39,181
Goalkeeper,Netherlands,Jeroen Zoet,,Nike Tiempo Legend VIII Elite,34,189
Defender,England,Jerome Binnom-Williams,,Nike CTR360 Maestri,29,180
Defender,Germany,Jérôme Boateng,,Nike Phantom GX 2 Elite,36,192
Midfielder,Germany,Jérôme Gondorf,,Nike Tiempo Legend 10 Elite,36,175
Defender,France,Jérôme Hergault,,adidas Predator Elite,38,185
Midfielder,United States,Jerome Kiesewetter,,Nike Mercurial Superfly 9 Elite,31,183
Midfielder,France,Jérôme Le Moigne,,,41,188
Midfielder,France,Jérôme Lemoigne,,adidas Predator Elite,41,188
Defender,Madagascar,Jérôme Mombris,,,37,178
Forward,Cameroon,Jerome Ngom Mbekeli,FC Sheriff Tiraspol,Nike Mercurial Vapor 14 Elite,26,175
Defender,Cameroon,Jérôme Onguéné,,adidas X Crazyfast Elite,27,186
Defender,France,Jérôme Phojo,,adidas Predator Elite,31,178
Goalkeeper,France,Jérôme Prior,,Nike Mercurial Vapor 15 Elite,29,184
Defender,Guadeloupe,Jérôme Roussillon,1. FC Union Berlin,Puma Ultra Ultimate,32,172
Forward,England,Jerome Sinclair,,adidas X Crazyfast Elite,28,181
Midfielder,England,Jerome Thomas,,Nike Mercurial Superfly 9 Elite,41,177
Defender,France,Jérrold Nyemeck,,Nike CTR360 Maestri,30,180
Forward,Honduras,Jerry Bengtson,,Nike Mercurial Superfly 9 Elite,37,188
Forward,Nigeria,Jerry Mbakogu,,adidas X 15.1 Leather,32,186
Forward,Honduras,Jerry Palacios,,adidas X Crazyfast Elite,42,181
Defender,Netherlands,Jerry St. Juste,Sporting CP,adidas F50 Elite LL,28,186
Midfielder,Cape Verde,Jerson Cabral,,Nike Mercurial Vapor XI Elite,34,177
Forward,Spain,Jesé,,Nike Mercurial Superfly VIII Elite iD,31,178
Goalkeeper,Denmark,Jesper Hansen,,Nike Phantom GT Elite DF,39,188
Defender,Denmark,Jesper Juelsgård,,Puma Ultra 1.1,35,182
Forward,Sweden,Jesper Karlsson,Bologna FC 1909,Nike Mercurial Vapor 15 Elite,26,179
Midfielder,Sweden,Jesper Karlström,Udinese Calcio,,29,185
Midfielder,Denmark,Jesper Lindstrøm,Everton,Nike Mercurial Vapor 15 Elite By You,24,182
Defender,Netherlands,Jesper Verlaat,,,28,192
Goalkeeper,Finland,Jesse Joronen,Venezia FC,adidas Copa Pure 2 Elite,31,197
Midfielder,England,Jesse Lingard,,Nike Phantom Ultra Venom Elite,32,174
Forward,Nigeria,Jesse Sekidika,,Nike Mercurial Vapor XIII Elite,28,174
Forward,Germany,Jessic Ngankam,Hannover 96,Nike Mercurial Vapor 15 Elite,24,184
Midfielder,France,Jessy Benet,,,29,186
Midfielder,France,Jessy Deminguet,FC Metz,adidas X Crazyfast Elite LL,27,178
Goalkeeper,France,Jessy Moulin,,Kipsta CLR 900,38,184
Midfielder,France,Jessy Pi,,Nike Magista Obra II Elite,31,179
Forward,England,Jesurun Rak-Sakyi,Sheffield United,Puma Future 7 Ultimate,22,178
Defender,Mexico,Jesús Angulo,,,26,178
Defender,Spain,Jesús Areso,CA Osasuna,Puma Ultra Ultimate,25,182
Goalkeeper,Mexico,Jesús Corona,,Nike Phantom GX 2 Elite,43,181
Midfielder,Mexico,Jesús Dueñas,,Nike Tiempo Legend 10 Elite,35,177
Goalkeeper,Spain,Jesús Fernández,,adidas Predator Elite,36,190
Forward,United States,Jesús Ferreira,,adidas X Crazyfast Elite LL,24,175
Defender,Mexico,Jesús Gallardo,,Nike Mercurial Vapor 15 Elite,30,174
Defender,Spain,Jesús Gámez,,Nike Phantom GX 2 Elite,39,182
Midfielder,Panama,Jesús González,,,28,170
Midfielder,Mexico,Jesús Molina,,adidas X Crazyfast Elite,36,184
Defender,Spain,Jesús Navas,Sevilla FC,Nike Mercurial Vapor 15 Elite,39,170
Midfielder,France,Jesús Olmo,,,26,171
Goalkeeper,-,Jesús Owono,Deportivo Alavés,Puma Future 7 Ultimate,23,181
Defender,Spain,Jesús Rueda,,Puma Ultra 1.1,37,181
Defender,Spain,Jesús Valentín,,,33,184
Defender,Spain,Jesús Vallejo,Real Madrid,Nike Tiempo Legend 9 Elite,28,184
Defender,Spain,Jesús Vázquez,Valencia CF,adidas F50 Elite LL,22,182
Defender,Netherlands,Jetro Willems,,Nike Phantom GT Elite,30,177
Forward,Costa Rica,Jewison Bennette,Sunderland,Nike Mercurial Superfly 9 Elite,20,173
Defender,Costa Rica,Jeyland Mitchell,Feyenoord,,20,187
Midfielder,Bolivia,Jhasmani Campos,,,36,174
Midfielder,Ecuador,Jhegson Méndez,,Nike Mercurial Superfly 9 Elite,27,180
Defender,Colombia,Jherson Vergara,,Nike Phantom GX 2 Elite,30,190
Defender,Ecuador,Jhoanner Chávez,RC Lens,Puma Ultra Ultimate,22,182
Defender,Venezuela,Jhon Chancellor,,Nike Phantom VNM Elite,33,197
Forward,Colombia,Jhon Córdoba,FK Krasnodar,Nike Phantom GT2 Elite,31,188
Forward,Colombia,Jhon Durán,Aston Villa,Nike Mercurial Vapor 16 Elite,21,185
Defender,Colombia,Jhon Lucumí,Bologna FC 1909,Nike Phantom GX Elite,26,187
Forward,Colombia,Jhon Mosquera,FC Viktoria Plzeň,adidas X Crazyfast+,34,186
Midfielder,Venezuela,Jhon Murillo,,,29,171
Midfielder,Colombia,Jhon Solís,Girona FC,Nike Mercurial Superfly 10 Elite,20,186
Forward,Venezuela,Jhonder Cádiz,,adidas F50 Adizero IV,29,190
Defender,South Korea,Ji-soo Kim,Brentford FC,Nike Phantom GX 2 Elite,20,192
Defender,South Korea,Ji-su Park,,Nike Magista Opus II Elite,30,184
Forward,Nigeria,Jibril Abubakar,,Nike Mercurial Vapor 15 Elite,25,193
Midfielder,Sweden,Jiloan Hamad,,Nike Mercurial Superfly 9 Elite,34,170
Forward,Gabon,Jim Allevinah,Angers SCO,Nike Mercurial Vapor 15 Elite,29,172
Goalkeeper,Australia,Jim Robinson,,,28,174
Forward,France,Jimmy Briand,,adidas Copa Pure 2 Elite,39,183
Midfielder,France,Jimmy Cabot,RC Lens,Puma Ultra Ultimate,30,164
Defender,Ireland,Jimmy Dunne,Queens Park Rangers,Nike Tiempo Legend 10 Elite,27,191
Forward,Sweden,Jimmy Durmaz,,Nike Mercurial Vapor 15 Elite,35,180
Defender,France,Jimmy Giraudon,,adidas Predator Elite,32,184
Midfielder,Netherlands,Jimmy Kaparos,,adidas Predator Elite,23,187
Midfielder,Costa Rica,Jimmy Marín,,,27,169
Midfielder,France,Jimmy Roye,,,36,174
Midfielder,South Korea,Jin-hyeon Lee,,,27,172
Defender,South Korea,Jin-su Kim,,Puma Ultra Ultimate,32,177
Goalkeeper,-,Jindrich Stanek,,Puma Ultra Ultimate,28,192
Goalkeeper,-,Jiri Letacek,Getafe CF,,26,196
Goalkeeper,-,Jiri Pavlenka,PAOK Thessaloniki,adidas X Crazyfast Elite,32,196
Midfielder,Czech Republic,Jirí Skalák,,Nike Tiempo Legend 10 Elite,32,176
Forward,Brazil,Jô,,Nike Mercurial Superfly 8 Elite,37,188
Forward,Norway,Jo Inge Berget,,Puma Future Ultimate,34,186
Defender,Denmark,Joachim Andersen,Fulham,Puma Future 7 Ultimate,28,192
Midfielder,France,Joachim Eickmayer,,Nike Tiempo Legend 10 Elite,32,178
Defender,Algeria,Joakim Kada,,,23,185
Defender,Denmark,Joakim Maehle,VfL Wolfsburg,adidas F50 Elite,27,185
Goalkeeper,Italy,Joakim Milli,,,24,187
Defender,Sweden,Joakim Nilsson,,adidas Copa Pure 2 Elite,30,187
Goalkeeper,Spain,Joan García,RCD Espanyol,adidas Predator Elite,23,191
Midfielder,Spain,Joan González,US Lecce,adidas Predator Accuracy.1 L,22,190
Midfielder,Spain,Joan Jordán,Deportivo Alavés,adidas Copa Pure 2 Elite,30,185
Defender,Spain,Joan Oriol,,Nike Tiempo Legend 10 Elite,38,175
Midfielder,Spain,Joan Román,,adidas X Crazyfast Elite,31,175
Defender,Spain,Joan Sastre,PAOK Thessaloniki,Nike Mercurial Vapor XIII Elite,27,174
Midfielder,-,Jóan Símun Edmundsson,,Nike Mercurial Vapor XIII Elite,33,185
Midfielder,Spain,Joan Verdú,,adidas X Crazyfast Elite,41,178
Defender,France,Joane Gadou,Red Bull Salzburg,,17,195
Defender,Portugal,João Afonso,,,34,188
Defender,Portugal,João Cancelo,,Nike Mercurial Vapor 16 Elite,30,182
Midfielder,Portugal,João Carlos,,adidas X Crazyfast Elite,31,167
Midfielder,Portugal,João Carlos Teixeira,,Nike Mercurial Vapor XIII Elite,31,177
Midfielder,Portugal,João Carvalho,,adidas Predator Elite FT,27,172
Forward,Portugal,João Costa,,adidas F50 Elite LL,19,178
Goalkeeper,Portugal,João Costa,,Nike Mercurial Vapor 14 Elite,28,186
Forward,Portugal,João Félix,Chelsea,adidas F50 Elite,25,181
Defender,Portugal,João Ferreira,SC Braga,adidas F50 Elite LL,23,185
Midfielder,Brazil,João Gomes,Wolves,Nike Tiempo Legend 10 Elite,23,176
Defender,Brazil,João Guilherme,,adidas X Crazyfast Elite,38,184
Defender,Brazil,João Marcelo,,,24,189
Midfielder,Portugal,João Mário,Beşiktaş JK,Nike Mercurial Vapor 16 Elite,31,179
Defender,Portugal,João Mário,FC Porto,Nike Mercurial Vapor 15 Elite,25,178
Forward,Portugal,João Marques,SC Braga,,22,179
Defender,Portugal,João Mendes,,,24,179
Defender,Portugal,João Moutinho,,,26,183
Midfielder,Portugal,João Moutinho,SC Braga,adidas Copa Pure 2 Elite,38,170
Defender,Portugal,João Muniz,,Puma Future 7 Ultimate,19,190
Midfielder,Portugal,João Neves,Paris Saint-Germain,Nike Phantom GX 2 Elite,20,174
Midfielder,Portugal,João Palhinha,Bayern München,adidas Copa Pure 2 Elite KT,29,190
Midfielder,Cape Verde,João Paulo,FC Sheriff Tiraspol,,26,180
Midfielder,Brazil,João Paulo,,,36,170
Midfielder,Portugal,João Pedro,,,31,177
Forward,Italy,João Pedro,Hull City,adidas X Ghosted+,32,184
Forward,Brazil,João Pedro,Brighton & Hove Albion,adidas F50 Elite,23,182
Defender,Brazil,João Pedro,,,28,179
Defender,Portugal,João Pereira,,adidas Copa 20.1,40,172
Defender,Portugal,João Queirós,,adidas Predator Freak.1 Low,26,192
Midfielder,Portugal,João Rêgo,,adidas Predator Elite,19,182
Forward,Colombia,Joao Rodríguez,,Nike Mercurial Vapor IX,28,177
Forward,Ecuador,Joao Rojas,,Nike Mercurial Vapor 15 Elite,35,173
Midfielder,Brazil,João Schmidt,,,31,183
Forward,Portugal,João Silva,,adidas Predator Elite,34,189
Defender,Brazil,João Victor,,Nike Phantom GX Elite DF,26,187
Goalkeeper,Portugal,João Virgínia,Everton,Puma Future 7 Ultimate,25,192
Forward,Spain,Joaquín,,Nike Mercurial Vapor 15 Elite,43,181
Midfielder,Italy,Joaquín Ardaiz,,,25,191
Midfielder,Argentina,Joaquín Arzura,,,31,176
Goalkeeper,Argentina,Joaquín Blázquez,,adidas Copa Sense.1,23,193
Forward,Argentina,Joaquín Correa,Inter,adidas F50 Elite,30,188
Defender,Spain,Joaquín Fernández,,Puma Ultra Ultimate,28,190
Forward,Argentina,Joaquín Larrivey,,adidas X Crazyfast Elite,40,185
Forward,Spain,Joaquín Muñoz,SD Huesca,Nike Mercurial Vapor 15 Elite,25,172
Forward,Argentina,Joaquín Panichelli,,Nike Phantom GX Elite DF,22,187
Defender,Belgium,Joaquin Seys,Club Brugge,,19,178
Defender,Uruguay,Joaquín Sosa,,,23,189
Midfielder,Jamaica,Jobi McAnuff,,Nike Mercurial Superfly 9 Elite,43,180
Defender,-,Jocelin Behiratche,FC Sheriff Tiraspol,,24,192
Forward,Benin,Jodel Dossou,,Nike Mercurial Superfly 9 Elite,32,180
Midfielder,Congo Dr,Jody Lukoki,,,32,173
Midfielder,Wales,Joe Allen,Swansea City,adidas Predator Elite,34,170
Midfielder,Nigeria,Joe Aribo,Southampton,Nike Tiempo Legend 10 Elite,28,183
Defender,England,Joe Bennett,,adidas X Crazyfast Elite,34,178
Defender,England,Joe Bryan,,Nike Mercurial Vapor 15 Elite,31,170
Midfielder,England,Joe Cole,,Nike Tiempo Legend 10 Elite,43,175
Midfielder,United States,Joe Corona,,,34,176
Defender,Northern Ireland,Joe Dudgeon,,Nike Tiempo Legend 10 Elite,34,173
Goalkeeper,Australia,Joe Gauci,Aston Villa,adidas Predator Elite,24,194
Forward,England,Joe Gelhardt,Leeds United,Nike Phantom GX Elite,22,179
Defender,England,Joe Gomez,Liverpool,adidas Predator Elite,27,188
Goalkeeper,England,Joe Hart,,Nike Mercurial Superfly 9 Elite,37,196
Midfielder,Ireland,Joe Hodge,Huddersfield Town,Nike Phantom GX Elite,22,172
Defender,England,Joe Johnson,Luton Town,,18,180
Midfielder,Wales,Joe Ledley,,New Balance Visaro 2.0,37,183
Goalkeeper,England,Joe Lewis,,adidas Predator Elite,37,196
Forward,England,Joe Lolley,,adidas F50 Adizero,32,179
